GeneNames,log2FC,p-value
LOC_Os06g28820.1,-0.584962501,0.799379528
LOC_Os07g06740.2,-0.106915204,0.84697539
LOC_Os02g03110.2,0.485426827,0.392631489
LOC_Os05g42300.1,-0.584962501,1
LOC_Os10g14814.1,0.584962501,0.662011918
LOC_Os02g44810.1,-0.321928095,1
LOC_Os02g49190.1,-1,1
LOC_Os04g52030.1,-0.321928095,1
LOC_Os01g54050.1,-0.807354922,0.764224471
LOC_Os05g44570.3,-1,1
LOC_Os02g08150.1,1,0.417521697
LOC_Os03g26229.1,-0.514573173,0.812674657
LOC_Os06g03780.1,-0.263034406,1
LOC_Os06g03150.1,0,1
LOC_Os01g20840.1,0.222392421,0.430867776
LOC_Os04g35170.1,-0.736965594,0.73876108
LOC_Os06g49505.1,-0.125530882,0.835147402
LOC_Os02g13650.1,0,1
LOC_Os07g38530.1,0.067114196,0.444072895
LOC_Os01g47410.1,-0.152003093,0.691512824
LOC_Os10g39140.4,-0.678071905,0.783549278
LOC_Os12g18860.1,0,0.671145283
LOC_Os08g31240.1,-0.415037499,1
LOC_Os11g08980.1,-0.415037499,1
LOC_Os02g27130.1,0,1
LOC_Os04g55120.1,0,1
LOC_Os02g10720.1,-1.584962501,0.633460072
LOC_Os01g62800.1,-0.584962501,1
LOC_Os04g42340.1,-0.736965594,0.73876108
LOC_Os09g37930.1,-1,0.698015283
LOC_Os01g43630.3,0.415037499,0.70761532
LOC_Os09g04890.1,0.415037499,0.70761532
LOC_Os07g09330.1,-0.906890596,0.404981874
LOC_Os03g10060.1,-0.584962501,1
LOC_Os09g36460.1,-0.263034406,1
LOC_Os09g38060.2,-0.736965594,0.73876108
LOC_Os08g38820.2,-0.584962501,0.799379528
LOC_Os07g43730.1,-0.584962501,0.799379528
LOC_Os08g01090.2,-1,1
LOC_Os12g31480.1,0.584962501,0.662011918
LOC_Os12g08180.1,-0.263034406,1
LOC_Os12g31450.1,-0.736965594,0.73876108
LOC_Os02g01270.1,0,1
LOC_Os07g42700.2,-1.584962501,0.633460072
LOC_Os08g14660.1,-0.362570079,1
LOC_Os10g21940.1,0,1
LOC_Os02g48350.1,-0.169925001,1
LOC_Os07g38490.1,-2,0.38910012
LOC_Os04g47430.1,0,1
LOC_Os10g36650.1,-1.584962501,0.633460072
LOC_Os02g52430.1,-1,1
LOC_Os01g61080.1,-0.584962501,1
LOC_Os02g03070.1,-1,0.698015283
LOC_Os05g45300.1,0,0.760104678
LOC_Os02g40040.1,-0.321928095,1
LOC_Os04g33490.1,-0.415037499,1
LOC_Os12g10184.1,-2,0.38910012
LOC_Os04g41950.1,-0.700439718,0.662604852
LOC_Os02g44780.1,-0.415037499,1
LOC_Os01g61970.1,0,0.645422974
LOC_Os10g37060.1,0,0.776378797
LOC_Os04g43164.2,-2,0.38910012
LOC_Os11g11100.1,0,1
LOC_Os01g70320.1,-0.378511623,1
LOC_Os09g29700.1,-1,0.698015283
LOC_Os03g39110.2,-2,0.38910012
LOC_Os07g36390.1,-0.652076697,0.813447599
LOC_Os05g09580.1,0,1
LOC_Os09g34010.1,-0.125530882,0.835147402
LOC_Os10g30156.1,0.584962501,0.662011918
LOC_Os12g01580.1,-0.222392421,1
LOC_Os01g56370.1,0.584962501,0.357888847
LOC_Os03g45870.1,-0.584962501,0.799379528
LOC_Os04g56790.1,-1,0.444143009
LOC_Os02g01920.1,0.584962501,0.662011918
LOC_Os03g02020.1,0,1
LOC_Os06g12530.1,-0.584962501,1
LOC_Os04g52330.1,0,1
LOC_Os01g04814.3,-0.754887502,0.35998066
LOC_Os01g13260.1,0,1
LOC_Os04g37600.1,-1,0.698015283
LOC_Os03g19200.1,0,1
LOC_Os03g40070.1,0,1
LOC_Os04g35280.1,-1.584962501,0.633460072
LOC_Os07g46570.1,-2,0.38910012
LOC_Os03g56610.1,-0.415037499,1
LOC_Os09g37100.1,-0.169925001,0.863519072
LOC_Os08g30930.1,-1,1
LOC_Os06g07140.1,-0.584962501,0.799379528
LOC_Os08g02550.1,-0.584962501,1
LOC_Os03g40270.1,-0.289506617,1
LOC_Os02g23823.1,0,1
LOC_Os02g57620.1,-0.678071905,0.783549278
LOC_Os12g32280.1,0.584962501,0.662011918
LOC_Os10g36760.1,-0.321928095,1
LOC_Os01g11580.1,0,1
LOC_Os09g24820.1,-1.415037499,0.365278676
LOC_Os12g41230.3,-0.415037499,1
LOC_Os03g54980.1,-1,0.698015283
LOC_Os01g60650.1,-0.584962501,1
LOC_Os01g05010.1,-1.584962501,0.633460072
LOC_Os02g42320.1,-0.398549376,0.888487545
LOC_Os02g02780.1,0,1
LOC_Os08g40420.2,0.584962501,0.662011918
LOC_Os06g48350.1,0,1
LOC_Os10g33770.1,-1,0.739838974
LOC_Os07g39480.1,0.289506617,0.37614811
LOC_Os06g46475.1,-0.584962501,1
LOC_Os01g72480.1,-0.321928095,1
LOC_Os01g25440.1,-1,1
LOC_Os02g31140.1,-1,0.698015283
LOC_Os01g51430.1,0,1
LOC_Os03g58710.2,-0.289506617,1
LOC_Os02g04270.1,-0.584962501,0.799379528
LOC_Os07g36230.1,0,1
LOC_Os01g08660.1,-0.807354922,0.764224471
LOC_Os11g10050.1,0.169925001,0.627080764
LOC_Os10g23220.1,0.2410081,0.413318993
LOC_Os02g03560.1,0,0.760104678
LOC_Os06g41040.1,-1,1
LOC_Os02g02720.5,0,0.645422974
LOC_Os11g20384.1,0,0.65862756
LOC_Os07g12520.1,-0.152003093,0.821724155
LOC_Os03g56310.1,-0.337034987,1
LOC_Os07g16040.1,-0.263034406,1
LOC_Os04g01140.1,-1.169925001,0.407728513
LOC_Os03g55920.1,-2,0.38910012
LOC_Os12g39640.1,0.584962501,0.662011918
LOC_Os09g15430.1,-0.777607579,0.645784007
LOC_Os03g61540.2,0.584962501,0.662011918
LOC_Os06g39140.1,-0.652076697,0.813447599
LOC_Os02g03000.2,-0.584962501,1
LOC_Os03g32170.1,-1,0.698015283
LOC_Os02g02020.1,-0.321928095,1
LOC_Os07g36780.1,-0.736965594,0.73876108
LOC_Os03g09810.1,-1,0.739838974
LOC_Os10g31830.1,0,1
LOC_Os09g34310.3,-1.584962501,0.633460072
LOC_Os04g56090.1,-1,1
LOC_Os08g33650.1,0,1
LOC_Os02g55120.1,0.415037499,0.424011311
LOC_Os08g30480.1,0.415037499,0.424011311
LOC_Os02g05890.1,-0.415037499,1
LOC_Os07g37220.1,0.584962501,0.662011918
LOC_Os10g21324.1,-1,1
LOC_Os10g26540.1,0,1
LOC_Os03g57190.1,-1,1
LOC_Os10g26570.1,-0.184424571,0.771429799
LOC_Os01g19490.1,0,1
LOC_Os04g46892.1,-1,1
LOC_Os08g08200.1,-1.115477217,0.356532274
LOC_Os05g32430.1,1,0.417521697
LOC_Os02g45880.1,0.584962501,0.357888847
LOC_Os03g26220.1,0.584962501,0.662011918
LOC_Os02g18940.1,-0.514573173,0.812674657
LOC_Os05g22870.1,0,0.776378797
LOC_Os10g26990.1,-0.584962501,1
LOC_Os08g33076.1,-0.415037499,1
LOC_Os01g61690.1,-1,1
LOC_Os01g57945.1,0.584962501,0.662011918
LOC_Os01g54100.2,0.047305715,0.368150001
LOC_Os01g16040.1,0,0.694102999
LOC_Os04g41910.1,-1,0.739838974
LOC_Os04g48416.1,-1,0.739838974
LOC_Os03g57780.1,-0.485426827,1
LOC_Os09g24416.1,-1,1
LOC_Os10g35280.1,0,1
LOC_Os07g10530.1,-1.584962501,0.633460072
LOC_Os03g57870.1,0,0.802674019
LOC_Os08g42590.1,0,0.776378797
LOC_Os06g30380.1,-0.637429921,0.677833319
LOC_Os07g16950.5,-1,0.698015283
LOC_Os03g14280.1,-1.584962501,0.633460072
LOC_Os12g34128.1,-0.584962501,1
LOC_Os02g06840.2,-0.070389328,0.639156578
LOC_Os06g46570.1,1,0.417521697
LOC_Os05g30140.1,0,0.760104678
LOC_Os01g74310.4,-0.678071905,0.783549278
LOC_Os01g64990.1,-0.415037499,1
LOC_Os02g30410.1,0.584962501,0.662011918
LOC_Os02g03220.1,0,1
LOC_Os04g33220.1,-0.280107919,1
LOC_Os06g04610.1,-0.415037499,1
LOC_Os04g43210.2,-1.584962501,0.633460072
LOC_Os05g31520.1,-1,1
LOC_Os07g05870.1,0.584962501,0.662011918
LOC_Os01g43420.1,-0.321928095,1
LOC_Os03g15570.1,-0.321928095,1
LOC_Os05g07040.1,1,0.417521697
LOC_Os01g34080.1,0,1
LOC_Os03g25380.1,0,1
LOC_Os09g23560.1,0,1
LOC_Os06g30320.1,0,1
LOC_Os03g17990.1,-0.736965594,0.73876108
LOC_Os06g04000.1,-1,0.739838974
LOC_Os03g52120.1,0,1
LOC_Os10g32570.1,0,1
LOC_Os01g66280.1,-1,0.698015283
LOC_Os07g32761.1,0,1
LOC_Os10g35470.1,-0.263034406,1
LOC_Os05g49270.1,-0.169925001,1
LOC_Os03g50040.2,-1,1
LOC_Os01g01302.1,-0.192645078,1
LOC_Os01g49330.1,-1,0.698015283
LOC_Os01g24750.1,0,1
LOC_Os01g32660.5,0,0.65862756
LOC_Os01g52640.3,-0.321928095,1
LOC_Os06g01950.1,-0.289506617,1
LOC_Os05g03140.1,-0.584962501,0.823015872
LOC_Os12g02200.2,0,1
LOC_Os05g36120.1,-0.106915204,0.84697539
LOC_Os01g40990.3,-0.530514717,0.831585274
LOC_Os12g07540.1,-1,0.739838974
LOC_Os03g43390.1,0,0.65862756
LOC_Os06g45590.1,0,1
LOC_Os03g02110.2,-1.584962501,0.633460072
LOC_Os01g46020.1,-1,1
LOC_Os11g13670.1,0,1
LOC_Os01g58470.1,-1.415037499,0.365278676
LOC_Os05g01310.1,0.584962501,0.662011918
LOC_Os11g13420.1,0,1
LOC_Os02g49360.1,-1.584962501,0.633460072
LOC_Os05g19380.1,-0.700439718,0.662604852
LOC_Os07g40270.1,-0.152003093,0.821724155
LOC_Os01g53600.1,-0.222392421,1
LOC_Os01g04840.1,-1,0.739838974
LOC_Os04g43430.2,0.584962501,0.662011918
LOC_Os03g45300.1,-1,0.739838974
LOC_Os03g06090.1,-0.736965594,0.73876108
LOC_Os01g26020.1,-2,0.38910012
LOC_Os05g41190.1,-2,0.38910012
LOC_Os04g35060.1,-0.289506617,1
LOC_Os08g42370.1,-0.093109404,0.720036175
LOC_Os03g53800.2,-0.807354922,0.764224471
LOC_Os12g35030.1,-0.700439718,0.662604852
LOC_Os03g21160.2,-1.169925001,0.407728513
LOC_Os01g46340.1,-2,0.38910012
LOC_Os07g47201.1,-1.584962501,0.633460072
LOC_Os05g08770.2,-0.637429921,0.677833319
LOC_Os12g36950.1,-0.678071905,0.783549278
LOC_Os03g19580.1,-2,0.38910012
LOC_Os09g26390.1,0.125530882,0.373749904
LOC_Os01g73970.1,0.415037499,0.70761532
LOC_Os05g27780.1,0.485426827,0.392631489
LOC_Os02g50840.1,-0.067114196,0.646298383
LOC_Os06g50370.1,-1,0.381619428
LOC_Os10g09930.1,0,1
LOC_Os04g55150.2,-0.192645078,1
LOC_Os05g35290.1,-0.584962501,1
LOC_Os07g08960.1,-0.906890596,0.404981874
LOC_Os08g10649.1,-0.206450877,0.851840322
LOC_Os03g20340.1,-0.362570079,1
LOC_Os03g12890.4,-1.169925001,0.407728513
LOC_Os04g40860.1,0.415037499,0.424011311
LOC_Os02g56510.1,0.415037499,0.70761532
LOC_Os03g09840.1,-1.584962501,0.633460072
LOC_Os11g01869.1,0,1
LOC_Os05g33290.1,0,1
LOC_Os03g50940.1,-0.652076697,0.813447599
LOC_Os09g36600.2,-1,0.739838974
LOC_Os03g08810.1,0,1
LOC_Os05g48200.1,-0.584962501,1
LOC_Os01g55350.1,-2,0.38910012
LOC_Os04g35910.1,0,1
LOC_Os05g16740.1,-1,1
LOC_Os03g63670.1,0,0.65862756
LOC_Os10g36703.1,0,1
LOC_Os04g24710.1,-1,1
LOC_Os02g56940.3,-0.736965594,0.73876108
LOC_Os12g06200.1,-2,0.38910012
LOC_Os01g61990.2,0.415037499,0.70761532
LOC_Os12g07810.1,-1.584962501,0.633460072
LOC_Os01g39010.1,-0.584962501,1
LOC_Os03g10360.1,0,0.760104678
LOC_Os04g57020.3,-1.169925001,0.407728513
LOC_Os03g08090.1,-1,1
LOC_Os04g12600.1,-1,0.698015283
LOC_Os03g56370.1,-0.584962501,1
LOC_Os03g42770.1,0.485426827,0.392631489
LOC_Os08g38240.1,0.415037499,0.424011311
LOC_Os12g04940.1,0,0.760104678
LOC_Os07g08710.2,-1,0.739838974
LOC_Os01g07382.1,0.415037499,0.70761532
LOC_Os05g48370.1,-0.263034406,1
LOC_Os08g14770.1,-1,0.444143009
LOC_Os11g16320.1,-1,0.739838974
LOC_Os01g32730.2,-0.736965594,0.73876108
LOC_Os01g04880.1,0,0.790430352
LOC_Os09g33820.3,-1.584962501,0.633460072
LOC_Os06g03930.1,-1,0.698015283
LOC_Os01g73120.1,0,1
LOC_Os10g36690.4,-0.584962501,0.799379528
LOC_Os02g39100.1,-2,0.38910012
LOC_Os06g42490.1,-1.584962501,0.633460072
LOC_Os01g66130.1,0,1
LOC_Os08g01570.1,-2,0.38910012
LOC_Os11g03110.1,0,1
LOC_Os08g26880.1,-1,1
LOC_Os11g40200.1,0,1
LOC_Os04g54630.1,0,0.802674019
LOC_Os06g05700.1,-1.584962501,0.633460072
LOC_Os02g58640.1,0.584962501,0.662011918
LOC_Os03g19760.1,-0.362570079,1
LOC_Os03g52400.1,0.584962501,0.662011918
LOC_Os07g01550.1,-0.584962501,0.714494311
LOC_Os06g41360.4,-1,0.698015283
LOC_Os04g52400.1,-0.115477217,0.841250806
LOC_Os02g36950.2,0,1
LOC_Os03g53880.2,0,0.682963624
LOC_Os03g51200.1,0,1
LOC_Os05g10690.1,0,1
LOC_Os02g54020.1,0,1
LOC_Os11g04954.1,-1.415037499,0.365278676
LOC_Os09g28610.1,-0.925999419,0.350794538
LOC_Os03g09250.3,-1.169925001,0.407728513
LOC_Os01g53700.1,-0.378511623,1
LOC_Os06g24870.3,0,1
LOC_Os08g01794.2,0.415037499,0.70761532
LOC_Os04g54340.1,0,1
LOC_Os03g51080.1,0,1
LOC_Os05g01360.1,0.584962501,0.357888847
LOC_Os04g25440.2,0,1
LOC_Os04g25980.1,-2,0.38910012
LOC_Os09g35810.1,-0.584962501,1
LOC_Os03g04960.5,-0.206450877,0.851840322
LOC_Os05g32530.1,-0.459431619,1
LOC_Os03g04430.2,-0.502500341,0.852348092
LOC_Os09g21460.1,-1.415037499,0.365278676
LOC_Os01g71010.2,-0.192645078,1
LOC_Os12g01910.1,0.584962501,0.662011918
LOC_Os03g53300.1,-0.263034406,1
LOC_Os01g61150.1,1,0.417521697
LOC_Os05g44916.1,-0.584962501,0.799379528
LOC_Os10g31520.1,-0.736965594,0.73876108
LOC_Os08g04390.2,-1,0.444143009
LOC_Os12g40490.1,0,0.776378797
LOC_Os10g28030.2,-0.415037499,1
LOC_Os03g16430.1,-0.584962501,1
LOC_Os04g51350.1,0.584962501,0.662011918
LOC_Os01g42080.1,-0.321928095,1
LOC_Os03g29970.1,-1.415037499,0.365278676
LOC_Os03g50560.1,-1,1
LOC_Os01g49630.1,-2,0.38910012
LOC_Os02g39560.2,-1,0.698015283
LOC_Os07g40250.1,-0.584962501,1
LOC_Os04g44820.2,-0.192645078,1
LOC_Os04g26841.1,-0.125530882,0.835147402
LOC_Os03g41330.1,-1,0.698015283
LOC_Os01g64680.1,-1,0.698015283
LOC_Os11g26130.1,-0.415037499,1
LOC_Os02g55720.1,-0.736965594,0.73876108
LOC_Os02g55640.1,0,1
LOC_Os06g42730.1,-0.362570079,1
LOC_Os01g57710.2,-0.584962501,1
LOC_Os02g43760.1,-0.807354922,0.764224471
LOC_Os11g37690.1,0,1
LOC_Os02g06584.3,-1.415037499,0.365278676
LOC_Os01g16350.2,-0.552541023,0.741376761
LOC_Os08g34150.1,-1,0.444143009
LOC_Os03g12000.1,0.584962501,0.357888847
LOC_Os05g34010.1,-1.415037499,0.365278676
LOC_Os09g15810.1,-0.652076697,0.813447599
LOC_Os04g43130.1,-0.584962501,1
LOC_Os08g15500.1,-1,1
LOC_Os03g08710.1,-0.485426827,1
LOC_Os01g46750.3,-0.584962501,0.799379528
LOC_Os04g57420.1,0,0.760104678
LOC_Os12g10900.1,-0.652076697,0.813447599
LOC_Os10g33820.1,0,1
LOC_Os04g44924.1,-1,0.739838974
LOC_Os07g08760.1,-0.652076697,0.813447599
LOC_Os01g32330.1,0.584962501,0.357888847
LOC_Os01g36390.1,0.485426827,0.392631489
LOC_Os02g06725.1,-1,0.698015283
LOC_Os05g33000.1,-0.736965594,0.73876108
LOC_Os07g32510.1,-1,1
LOC_Os03g63910.1,0.415037499,0.70761532
LOC_Os06g45390.1,1,0.417521697
LOC_Os12g06660.1,-0.584962501,1
LOC_Os10g35190.1,0.584962501,0.357888847
LOC_Os07g37830.1,-0.378511623,1
LOC_Os01g48180.1,-0.263034406,1
LOC_Os10g42420.1,0,1
LOC_Os09g20550.1,0.415037499,0.70761532
LOC_Os03g08700.1,-0.152003093,0.821724155
LOC_Os01g55030.1,-1.415037499,0.365278676
LOC_Os01g52790.1,0.415037499,0.70761532
LOC_Os02g02480.3,-1,1
LOC_Os12g37380.1,-1,1
LOC_Os10g28330.1,-1,1
LOC_Os01g14010.1,0,1
LOC_Os04g08310.1,0,1
LOC_Os02g07200.3,-0.263034406,1
LOC_Os04g39280.2,-0.415037499,1
LOC_Os02g47670.1,-1.169925001,0.407728513
LOC_Os01g68040.1,-0.485426827,1
LOC_Os01g35580.7,-1,0.698015283
LOC_Os05g28740.1,-1,0.739838974
LOC_Os01g64490.1,0,1
LOC_Os06g17285.1,-1,1
LOC_Os08g29520.1,0,1
LOC_Os03g43684.1,0.415037499,0.70761532
LOC_Os12g19350.1,0.584962501,0.662011918
LOC_Os02g20860.2,-1,1
LOC_Os02g20850.1,0.584962501,0.357888847
LOC_Os05g09360.1,0,0.790430352
LOC_Os02g13570.1,-1.584962501,0.633460072
LOC_Os03g04570.1,-0.530514717,0.831585274
LOC_Os02g30620.2,0.2410081,0.413318993
LOC_Os07g05420.1,-2,0.38910012
LOC_Os05g38470.2,0,1
LOC_Os05g49650.2,-0.584962501,1
LOC_Os06g11600.2,-1,1
LOC_Os09g34280.2,-0.362570079,1
LOC_Os04g52090.1,0,0.760104678
LOC_Os05g02650.1,-0.415037499,1
LOC_Os03g03880.1,-1,0.698015283
LOC_Os07g09370.1,-0.415037499,1
LOC_Os09g15800.1,-1,1
LOC_Os03g25620.1,0,0.760104678
LOC_Os03g11210.1,0,1
LOC_Os04g04010.1,1,0.417521697
LOC_Os02g26210.1,-1,0.739838974
LOC_Os08g02130.2,0.222392421,0.430867776
LOC_Os03g39000.2,1,0.417521697
LOC_Os01g55260.2,-1,1
LOC_Os05g48820.1,-0.253756592,0.894786322
LOC_Os01g12760.1,-0.584962501,1
LOC_Os04g08330.1,0,1
LOC_Os04g56760.1,-0.415037499,1
LOC_Os11g34460.3,0.415037499,0.70761532
LOC_Os12g36760.1,-0.222392421,0.87319023
LOC_Os05g32500.1,-0.415037499,1
LOC_Os01g47530.1,-0.584962501,0.823015872
LOC_Os05g49140.2,-2,0.38910012
LOC_Os12g12934.1,-1.584962501,0.633460072
LOC_Os01g05070.1,-0.263034406,1
LOC_Os05g28860.2,0,1
LOC_Os11g20689.1,1,0.417521697
LOC_Os06g15410.1,1,0.417521697
LOC_Os08g06250.1,-0.584962501,1
LOC_Os07g23270.1,-1.584962501,0.633460072
LOC_Os12g09000.2,-0.263034406,1
LOC_Os07g01140.1,-0.415037499,1
LOC_Os09g20260.1,-0.415037499,1
LOC_Os05g06050.1,-0.584962501,1
LOC_Os03g02030.1,0,0.671145283
LOC_Os02g55400.1,-0.584962501,1
LOC_Os02g34190.1,-1.584962501,0.633460072
LOC_Os04g49680.1,0.415037499,0.70761532
LOC_Os04g55060.1,0,0.776378797
LOC_Os04g40430.1,-1.584962501,0.633460072
LOC_Os01g48440.1,-1,0.698015283
LOC_Os03g48060.1,-0.485426827,1
LOC_Os06g02220.1,0,1
LOC_Os03g12370.2,-2,0.38910012
LOC_Os03g56390.1,-0.289506617,1
LOC_Os07g42770.1,0.514573173,0.329559097
LOC_Os07g15680.1,-2,0.38910012
LOC_Os06g48950.1,-0.530514717,0.831585274
LOC_Os03g10370.1,-0.447458977,0.846341346
LOC_Os08g01840.1,0.485426827,0.392631489
LOC_Os07g38000.1,0,1
LOC_Os03g41110.1,-0.584962501,0.799379528
LOC_Os02g55080.1,-1.584962501,0.633460072
LOC_Os07g34130.1,0.169925001,0.627080764
LOC_Os03g56840.2,-0.736965594,0.73876108
LOC_Os09g10750.1,0,1
LOC_Os09g35960.1,-1,0.739838974
LOC_Os05g01690.1,0,0.790430352
LOC_Os03g63750.1,-0.736965594,0.623424804
LOC_Os01g66490.1,-1,1
LOC_Os07g41800.3,0.584962501,0.357888847
LOC_Os06g43030.1,-2,0.38910012
LOC_Os12g41800.2,0,1
LOC_Os06g35910.2,-1,0.698015283
LOC_Os03g43930.1,-0.736965594,0.623424804
LOC_Os03g27280.1,0.222392421,0.430867776
LOC_Os03g21630.1,0,1
LOC_Os04g02730.1,-1,0.698015283
LOC_Os04g46310.1,-2,0.38910012
LOC_Os08g08840.1,-0.584962501,0.799379528
LOC_Os08g05650.2,0,1
LOC_Os03g10510.2,-0.559427409,0.660328666
LOC_Os04g51440.1,-0.321928095,1
LOC_Os02g06390.1,0.415037499,0.70761532
LOC_Os09g09790.1,-0.321928095,1
LOC_Os01g43320.1,0,0.790430352
LOC_Os06g12160.1,-0.192645078,1
LOC_Os04g50790.1,-2,0.38910012
LOC_Os11g31650.2,0,1
LOC_Os01g73560.1,0.415037499,0.70761532
LOC_Os05g05820.1,0,1
LOC_Os03g19280.1,-0.387023123,1
LOC_Os08g14580.1,-0.584962501,0.799379528
LOC_Os09g39570.1,-0.584962501,1
LOC_Os07g10540.2,-1.169925001,0.407728513
LOC_Os07g38620.1,-0.263034406,1
LOC_Os02g12380.3,-0.678071905,0.783549278
LOC_Os02g37950.2,1,0.417521697
LOC_Os08g15040.1,-0.341036918,1
LOC_Os01g74180.1,-0.321928095,1
LOC_Os06g50920.1,0.584962501,0.662011918
LOC_Os05g31200.1,0,1
LOC_Os01g70670.1,-0.192645078,1
LOC_Os06g40680.1,0,1
LOC_Os08g32520.1,0,1
LOC_Os12g34850.1,-1.415037499,0.365278676
LOC_Os02g33830.1,-1,1
LOC_Os11g38650.1,0,1
LOC_Os02g14929.1,-0.415037499,1
LOC_Os01g07960.2,-0.152003093,0.821724155
LOC_Os04g43400.1,0,1
LOC_Os03g16090.1,-0.459431619,1
LOC_Os03g10220.1,-0.584962501,1
LOC_Os12g04930.1,0,1
LOC_Os04g58910.1,0,1
LOC_Os12g17310.1,0,1
LOC_Os10g36340.2,-1.584962501,0.633460072
LOC_Os03g10070.1,-0.192645078,1
LOC_Os01g51290.2,-0.584962501,0.799379528
LOC_Os12g07780.2,-1,1
LOC_Os02g13170.1,0,1
LOC_Os07g33898.1,-1,1
LOC_Os03g09860.1,-2,0.38910012
LOC_Os10g33540.1,-1,1
LOC_Os07g25390.1,-0.415037499,1
LOC_Os08g45040.2,0,1
LOC_Os08g45040.3,0,1
LOC_Os03g53700.2,-1,1
LOC_Os02g52410.1,-0.584962501,1
LOC_Os07g13270.1,-1.169925001,0.407728513
LOC_Os02g22130.1,-1,1
LOC_Os01g68540.1,-1,1
LOC_Os06g40720.1,0,1
LOC_Os06g11800.1,-0.415037499,1
LOC_Os12g12860.1,0,0.802674019
LOC_Os10g26390.1,-1,1
LOC_Os11g37560.2,0.415037499,0.424011311
LOC_Os05g37910.1,-1.584962501,0.633460072
LOC_Os01g63060.1,0,1
LOC_Os03g22740.1,-0.485426827,0.839317694
LOC_Os07g35340.2,0,1
LOC_Os04g16834.1,-0.584962501,1
LOC_Os06g02160.2,0.584962501,0.662011918
LOC_Os02g20380.2,-0.415037499,1
LOC_Os03g59170.1,0.584962501,0.357888847
LOC_Os02g32990.1,0,1
LOC_Os06g46366.1,-0.180572246,0.859738412
LOC_Os12g21700.1,-0.459431619,1
LOC_Os06g47650.1,0,1
LOC_Os03g44840.1,-1,1
LOC_Os01g03820.1,-0.289506617,1
LOC_Os08g43060.2,-0.777607579,0.415054481
LOC_Os06g40370.1,-1.115477217,0.356532274
LOC_Os02g43300.1,-0.584962501,1
LOC_Os03g10010.1,0,1
LOC_Os01g11414.1,-0.289506617,1
LOC_Os10g08580.1,-0.152003093,0.821724155
LOC_Os06g04880.1,-0.485426827,1
LOC_Os01g40340.3,-0.106915204,0.681789063
LOC_Os01g73160.1,0,1
LOC_Os03g50440.1,-0.415037499,1
LOC_Os05g05790.1,-0.584962501,1
LOC_Os09g34040.1,-1.415037499,0.365278676
LOC_Os02g50790.2,0,1
LOC_Os04g27410.1,-1,1
LOC_Os06g33520.1,-1,0.381619428
LOC_Os02g42740.1,0,1
LOC_Os05g01610.1,0,1
LOC_Os10g08940.1,1,0.417521697
LOC_Os03g06340.2,-1,0.444143009
LOC_Os06g21550.1,0,1
LOC_Os11g40070.1,0,1
LOC_Os02g56740.1,0.514573173,0.329559097
LOC_Os06g10430.3,0.415037499,0.424011311
LOC_Os05g08930.1,-0.807354922,0.764224471
LOC_Os06g47300.1,-1,0.698015283
LOC_Os01g42120.1,0,1
LOC_Os06g10520.1,0,1
LOC_Os09g39440.1,0,1
LOC_Os11g42790.1,-1.415037499,0.365278676
LOC_Os12g03360.1,-1.584962501,0.633460072
LOC_Os01g72940.1,-0.584962501,1
LOC_Os01g71280.1,-0.584962501,1
LOC_Os03g53000.1,0,1
LOC_Os11g02190.1,0,1
LOC_Os01g16520.1,-0.263034406,1
LOC_Os09g37710.1,-0.584962501,1
LOC_Os07g37680.2,0,1
LOC_Os02g33140.1,-0.485426827,0.839317694
LOC_Os04g55410.1,-0.514573173,0.812674657
LOC_Os07g31830.1,0,1
LOC_Os01g60280.1,0,1
LOC_Os03g17100.1,-1,1
LOC_Os05g39520.1,0.584962501,0.662011918
LOC_Os01g33800.2,0,1
LOC_Os10g34590.1,-0.584962501,1
LOC_Os06g43700.1,0.415037499,0.70761532
LOC_Os04g33040.1,-0.321928095,1
LOC_Os02g35690.1,-1,0.739838974
LOC_Os06g07550.1,0,0.776378797
LOC_Os01g08290.1,-0.584962501,1
LOC_Os06g22650.1,-0.169925001,0.863519072
LOC_Os03g10100.1,0,1
LOC_Os04g46350.1,-1,1
LOC_Os01g42480.1,-0.440572591,0.862147325
LOC_Os06g05090.1,-0.137503524,0.828642403
LOC_Os04g33050.1,-1,1
LOC_Os10g21212.1,-0.736965594,0.73876108
LOC_Os01g54580.1,0.584962501,0.662011918
LOC_Os11g14990.1,-1.584962501,0.633460072
LOC_Os05g33130.1,-0.362570079,1
LOC_Os01g39770.2,-1.584962501,0.633460072
LOC_Os01g45040.1,0,1
LOC_Os01g25540.1,0.584962501,0.662011918
LOC_Os01g48200.1,-0.584962501,1
LOC_Os05g37460.1,0,1
LOC_Os02g52560.1,-1.584962501,0.633460072
LOC_Os03g47120.1,0,1
LOC_Os03g53980.2,0,1
LOC_Os02g35870.2,-0.584962501,1
LOC_Os05g49130.2,0,1
LOC_Os10g18890.1,-1.584962501,0.633460072
LOC_Os08g35220.2,-1,0.698015283
LOC_Os07g13280.1,-1,1
LOC_Os04g41970.1,0,0.776378797
LOC_Os04g49060.1,0.415037499,0.70761532
LOC_Os02g19510.2,-0.584962501,0.691703395
LOC_Os02g57060.1,0,1
LOC_Os12g37939.1,-1,0.698015283
LOC_Os11g04740.1,-0.736965594,0.623424804
LOC_Os05g33230.1,0.169925001,0.627080764
LOC_Os02g35530.1,1,0.417521697
